gender,invoice_id,branch,city,customer_type,product_line,unit_price,quantity,tax_5%,calculated_tax
Female,852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10,41.625,41.625
Female,135-13-8269,B,Mandalay,Member,Food and beverages,78.88,2,7.888,7.888
Female,308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1,6.045,0.6045
Female,318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1,2.31,2.31
Female,364-33-8584,B,Mandalay,Member,Food and beverages,17.63,5,4.4075,4.4075
Female,695-09-5146,B,Mandalay,Member,Food and beverages,98.79,3,148.185,14.8185
Female,155-45-3814,C,Naypyitaw,Member,Electronic accessories,88.55,8,35.42,35.42
Female,131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,8,29.008,29.008
Female,859-71-0933,C,Naypyitaw,Member,Sports and travel,15.49,2,1.549,1.5490000000000002
Female,563-47-4072,B,Mandalay,Normal,Health and beauty,55.81,6,16.743,16.743000000000002
Female,169-52-4504,A,Yangon,Normal,Electronic accessories,15.69,3,2.3535,2.3535
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1,4.9845,4.984500000000001
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3,132.225,13.222500000000004
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5,6.9825,6.982500000000001
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3,6.4455,6.4455
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6,17.625,17.625
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10,43.55,43.550000000000004
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2,9.88,9.88
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4,9.726,9.726
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4,3.594,3.594
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6,14.313,14.313
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2,4.062,4.062
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3,11.0115,11.0115
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10,22.74,22.74
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7,22.428,22.428
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4,14.694,14.694
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1,1.974,1.974
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1,1.7405,1.7405000000000002
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6,14.796,14.796000000000001
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6,6.924,6.9239999999999995
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2,4.91,4.91
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2,6.483,6.4830000000000005
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3,10.065,10.065
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9,315.855,31.585500000000003
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7,25.683,25.683
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9,23.67,23.67
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5,218.425,21.8425
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4,5.408,5.408
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8,24.164,24.164
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10,9.885,9.885
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9,397.755,39.7755
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43.0,4,8.6,8.6
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4,15.106,15.106000000000002
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9,349.335,34.9335
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,6.2325,6.2325
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,8.92,8.92
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,25.011,25.011
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,5.244,5.244
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,8.946,8.946
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,407.835,40.783500000000004
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,12.8695,12.869500000000002
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,11.4,11.4
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,18.263,18.263
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,4.464,4.464
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,28.42,28.42
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,7.163,7.163
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,12.668,12.668000000000001
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,1.921,1.9210000000000003
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,2.6325,2.6325000000000003
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,5.5305,5.5305
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,4.464,4.464
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,6.82,6.82
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,8.71,8.71
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,12.7305,12.730500000000001
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,38.916,38.916000000000004
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,14.296,14.296000000000001
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,28.956,28.956000000000003
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,11.078,11.078000000000001
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,38.6,38.6
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,25.552,25.552000000000003
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,2.6725,2.6725
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,38.184,38.184
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,11.409,11.409
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,19.128,19.128
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,3.429,3.4290000000000003
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,19.108,19.108
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,300.545,30.054500000000004
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,237.965,23.796499999999998
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,2.621,2.6210000000000004
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,7.215,7.215000000000001
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,18.952,18.952
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,1.531,1.5310000000000001
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,17.604,17.604
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,2.54,2.54
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,2.7475,2.7475000000000005
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,48.685,48.685
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,4.661,4.6610000000000005
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,3.0435,3.0435
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,12.245,12.245
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,12.08,12.08
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,22.032,22.032
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,340.155,34.0155
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,15.494,15.494
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,9.318,9.318000000000001
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,10.046,10.046
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,8.875,0.8875000000000001
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,31.09,31.09
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,20.13,20.13
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,162.425,16.242500000000003
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,19.448,19.448
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,21.284,21.284000000000002
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,15.904,15.904
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,4.768,4.768
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,10.3065,10.3065
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,21.028,21.028000000000002
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,4.402,4.402
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,324.495,32.4495
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,37.11,37.11000000000001
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,4.74,4.74
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,142.555,14.255499999999998
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,8.766,8.766
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,3.947,3.947
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,1.487,1.487
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,1.119,1.119
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,32.796,32.796
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,29.73,29.729999999999997
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,9.848,9.848
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,26.395,26.395
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,239.875,23.9875
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,164.295,16.4295
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,5.662,5.662
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,214.335,21.433500000000002
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,4.3135,4.3135
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,5.076,5.0760000000000005
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,178.745,17.8745
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,11.9385,11.938500000000001
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,6.282,6.282
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,10.715,10.715000000000002
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,36.008,36.008
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,4.84,4.84
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,16.605,16.605
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,4.072,4.072
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,10.326,10.326
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,8.334,8.334000000000001
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,36.735,36.73500000000001
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,4.876,4.876
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,20.915,20.915
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,23.164,23.164
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,231.225,23.122500000000002
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,14.181,14.181000000000001
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,20.178,20.178000000000004
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,6.9325,6.932500000000001
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,5.832,5.832000000000001
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,15.676,15.676
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,20.72,20.72
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,7.954,7.954000000000001
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,24.505,24.505
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,4.3725,4.3725
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,11.226,11.226
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,37.248,37.248000000000005
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,14.94,14.939999999999998
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,10.647,10.647
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,18.934,18.934
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,3.939,3.939
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,161.055,16.105500000000003
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,4.911,4.9110000000000005
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,1.273,1.2730000000000001
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,29.099,29.099000000000004
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,10.566,10.566
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,2.756,2.7560000000000002
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,17.829,17.829
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,397.125,39.712500000000006
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,8.335,8.334999999999999
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,37.22,37.22
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,18.945,18.945
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,276.115,27.611500000000003
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,22.37,22.370000000000005
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,138.135,13.8135
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,17.187,17.187
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,22.84,22.840000000000003
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,32.858,32.858
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,10.572,10.572000000000001
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,3.285,3.2849999999999997
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,12.57,12.57
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,4.208,4.208
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,148.995,14.899500000000002
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,7.9,7.9
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,44.397,44.397
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,775.0,0.775
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,3.827,3.8270000000000004
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,14.985,14.985
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,2.37,2.3700000000000006
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,8.6225,8.6225
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,42.315,42.315
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,14.932,14.932
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,1.2725,1.2725
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,3.3885,3.3885
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,43.866,43.86600000000001
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,159.275,15.927500000000002
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,1.476,1.476
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,14.14,14.14
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,38.3,38.300000000000004
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,3.0475,3.0475000000000003
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,48.69,48.69
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7,30.919,30.919
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7,162.155,16.215500000000002
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8,23.288,23.288
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7,302.085,30.208500000000004
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7,298.865,29.8865
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4,5.102,5.102
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10,21.595,21.595
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6,21.783,21.783
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3,8.2005,8.2005
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5,21.51,21.510000000000005
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3,13.197,13.197000000000001
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2,3.32,3.3200000000000003
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5,8.64,8.64
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3,132.945,13.2945
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1,1.676,1.6760000000000002
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9,11.2005,11.2005
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5,235.325,23.5325
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9,351.315,35.131499999999996
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8,33.512,33.512
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2,9.658,9.658000000000001
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5,15.655,15.655
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8,12.048,12.048000000000002
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2,5.611,5.611000000000001
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2,1.537,1.537
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9,255.105,25.5105
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6,5.679,5.679
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7,31.99,31.990000000000006
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1,7.715,0.7715000000000001
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16.16,2,1.616,1.616
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44.34,2,4.434,4.434
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89.6,8,35.84,35.839999999999996
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30.61,6,9.183,9.183
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55.73,6,16.719,16.719
Male,199-75-8169,A,Yangon,Member,Sports and travel,15.81,10,7.905,7.905
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75.74,4,15.148,15.148
Male,877-22-3308,A,Yangon,Member,Health and beauty,15.87,10,7.935,7.935
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78.77,10,39.385,39.385
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89.48,10,44.74,44.74000000000001
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62.12,10,31.06,31.06
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74.67,9,336.015,33.6015
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49.04,9,22.068,22.068
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19.25,8,7.7,7.7
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48.91,5,12.2275,12.2275
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76.52,5,19.13,19.13
Male,633-44-8566,A,Yangon,Member,Food and beverages,49.38,7,17.283,17.283
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42.47,1,2.1235,2.1235
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64.36,9,28.962,28.962000000000003
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89.75,1,4.4875,4.4875
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97.16,1,4.858,4.8580000000000005
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87.87,10,43.935,43.935
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52.75,3,7.9125,7.9125000000000005
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82.7,6,24.81,24.810000000000002
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48.71,1,2.4355,2.4355
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78.55,9,353.475,35.3475
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58.26,6,17.478,17.478
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30.35,7,10.6225,10.622500000000002
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88.67,10,44.335,44.33500000000001
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27.38,6,8.214,8.214
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62.13,6,18.639,18.639000000000003
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81.97,10,40.985,40.98500000000001
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58.07,9,261.315,26.131500000000003
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21.94,5,5.485,5.485
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51.36,1,2.568,2.568
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53.44,2,5.344,5.344
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57.12,7,19.992,19.992
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99.96,9,44.982,44.982
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63.91,8,25.564,25.564
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87.45,6,26.235,26.235000000000003
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90.22,3,13.533,13.533
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51.91,10,25.955,25.955
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72.5,8,29.0,29.0
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90.5,10,45.25,45.25
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66.14,4,13.228,13.228000000000002
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71.86,8,28.744,28.744
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32.46,8,12.984,12.984000000000002
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34.56,7,12.096,12.096000000000002
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83.24,9,37.458,37.458
Male,782-95-9291,A,Yangon,Member,Food and beverages,92.29,5,230.725,23.072500000000005
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72.17,1,3.6085,3.6085000000000003
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50.28,5,12.57,12.57
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97.22,9,43.749,43.749
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6,28.017,28.017000000000003
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1,3.1845,3.1845
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7,160.265,16.0265
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2,7.64,7.640000000000001
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10,19.95,19.950000000000003
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42.57,8,17.028,17.028000000000002
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10,47.79,47.79
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10,49.49,49.49000000000001
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6,15.384,15.384
Male,105-31-1824,A,Yangon,Member,Sports and travel,69.52,7,24.332,24.332
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5,175.025,17.5025
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80.05,5,200.125,20.012500000000003
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8,8.34,8.340000000000002
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52.89,6,15.867,15.867000000000003
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8,7.916,7.916
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33.84,9,15.228,15.228000000000003
Male,175-54-2529,A,Yangon,Member,Food and beverages,22.17,8,8.868,8.868
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6,22.164,22.164
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86.8,3,13.02,13.02
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7,22.491,22.491000000000003
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38.47,8,15.388,15.388
Male,851-28-6367,A,Yangon,Member,Sports and travel,15.5,10,7.75,7.75
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8,13.724,13.724000000000002
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18.08,3,2.712,2.7119999999999997
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46.47,4,9.294,9.294
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1,3.7035,3.7035
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4,5.11,5.11
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5,8.1775,8.1775
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43.7,2,4.37,4.37
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4,8.3,8.3
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7,214.935,21.4935
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25.9,10,12.95,12.950000000000001
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17.77,5,4.4425,4.4425
