Gender,Invoice_id,Branch,City,Customer_type,Product_line,Unit_price,Quantity,Tax_five_percent
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17,10,8.71
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84,3,12.7305
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97,8,38.916
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35,8,14.296
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96,6,28.956
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55,4,11.078
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77,10,38.6
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63,8,25.552
Female,587-73-4862,A,Yangon,Member,Health and beauty,10,5,2.6725
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95,8,38.184
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76,3,11.409
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95,4,19.128
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11,6,3.429
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95,4,19.108
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85,7,300.545
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67,7,237.965
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52,1,2.621
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28,5,7.215
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94,4,18.952
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30,1,1.531
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44,8,17.604
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10,5,2.54
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10,5,2.7475
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97,10,48.685
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46,2,4.661
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60,1,3.0435
Female,864-24-7918,A,Yangon,Member,Sports and travel,24,10,12.245
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30,8,12.08
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48,9,22.032
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75,9,340.155
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77,4,15.494
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93,2,9.318
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50,4,10.046
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17,1,8.875
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62,10,31.09
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40,10,20.13
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64,5,162.425
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48,8,19.448
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53,8,21.284
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45,7,15.904
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47,2,4.768
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68,3,10.3065
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60,7,21.028
Female,569-76-2760,A,Yangon,Member,Sports and travel,22,4,4.402
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72,9,324.495
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74,10,37.11
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11,8,4.74
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40,7,142.555
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29,6,8.766
Female,860-73-6466,A,Yangon,Member,Sports and travel,39,2,3.947
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14,2,1.487
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22,1,1.119
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72,9,32.796
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99,6,29.73
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98,2,9.848
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52,10,26.395
Female,160-22-2687,A,Yangon,Member,Health and beauty,95,5,239.875
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36,9,164.295
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28,4,5.662
Female,316-66-3011,A,Yangon,Member,Food and beverages,47,9,214.335
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86,1,4.3135
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11,9,5.076
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51,7,178.745
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79,3,11.9385
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62,2,6.282
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21,10,10.715
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90,8,36.008
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12,8,4.84
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33,10,16.605
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10,8,4.072
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34,6,10.326
Female,548-48-3156,A,Yangon,Member,Food and beverages,83,2,8.334
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73,10,36.735
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12,8,4.876
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83,5,20.915
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57,8,23.164
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92,5,231.225
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47,6,14.181
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44,9,20.178
Female,595-94-9924,A,Yangon,Member,Health and beauty,27,5,6.9325
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58,2,5.832
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78,4,15.676
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82,5,20.72
Female,186-71-5196,A,Yangon,Member,Food and beverages,79,2,7.954
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49,10,24.505
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29,3,4.3725
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56,4,11.226
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93,8,37.248
Female,459-45-2396,A,Yangon,Member,Food and beverages,99,3,14.94
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35,6,10.647
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94,4,18.934
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26,3,3.939
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35,9,161.055
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16,6,4.911
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12,2,1.273
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83,7,29.099
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35,6,10.566
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13,4,2.756
Female,397-25-8725,A,Yangon,Member,Health and beauty,39,9,17.829
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88,9,397.125
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83,2,8.335
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74,10,37.22
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63,6,18.945
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78,7,276.115
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89,5,22.37
Female,131-70-8179,A,Yangon,Member,Health and beauty,92,3,138.135
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57,6,17.187
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45,10,22.84
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93,7,32.858
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26,8,10.572
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21,3,3.285
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62,4,12.57
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21,4,4.208
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42,7,148.995
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15,10,7.9
Female,384-59-6655,A,Yangon,Member,Food and beverages,98,9,44.397
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15,1,775.0
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38,2,3.827
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33,9,14.985
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15,3,2.37
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34,5,8.6225
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84,10,42.315
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74,4,14.932
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25,1,1.2725
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67,1,3.3885
Female,139-32-4183,A,Yangon,Member,Sports and travel,97,9,43.866
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63,5,159.275
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14,2,1.476
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56,5,14.14
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76,10,38.3
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60,1,3.0475
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97,10,48.69
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88,7,30.919
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46,7,162.155
Male,123-19-1176,A,Yangon,Member,Health and beauty,58,8,23.288
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86,7,302.085
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85,7,298.865
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25,4,5.102
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43,10,21.595
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72,6,21.783
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54,3,8.2005
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86,5,21.51
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87,3,13.197
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33,2,3.32
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34,5,8.64
Male,549-59-1358,A,Yangon,Member,Sports and travel,88,3,132.945
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33,1,1.676
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24,9,11.2005
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94,5,235.325
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78,9,351.315
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83,8,33.512
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96,2,9.658
Male,129-29-8530,A,Yangon,Member,Sports and travel,62,5,15.655
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30,8,12.048
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56,2,5.611
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15,2,1.537
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56,9,255.105
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18,6,5.679
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91,7,31.99
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15,1,7.715
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16,2,1.616
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44,2,4.434
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89,8,35.84
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30,6,9.183
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55,6,16.719
Male,199-75-8169,A,Yangon,Member,Sports and travel,15,10,7.905
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75,4,15.148
Male,877-22-3308,A,Yangon,Member,Health and beauty,15,10,7.935
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78,10,39.385
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89,10,44.74
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62,10,31.06
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74,9,336.015
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49,9,22.068
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19,8,7.7
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48,5,12.2275
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76,5,19.13
Male,633-44-8566,A,Yangon,Member,Food and beverages,49,7,17.283
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42,1,2.1235
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64,9,28.962
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89,1,4.4875
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97,1,4.858
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87,10,43.935
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52,3,7.9125
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82,6,24.81
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48,1,2.4355
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78,9,353.475
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58,6,17.478
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30,7,10.6225
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88,10,44.335
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27,6,8.214
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62,6,18.639
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81,10,40.985
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58,9,261.315
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21,5,5.485
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51,1,2.568
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53,2,5.344
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57,7,19.992
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99,9,44.982
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63,8,25.564
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87,6,26.235
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90,3,13.533
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51,10,25.955
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72,8,29.0
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90,10,45.25
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66,4,13.228
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71,8,28.744
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32,8,12.984
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34,7,12.096
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83,9,37.458
Male,782-95-9291,A,Yangon,Member,Food and beverages,92,5,230.725
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72,1,3.6085
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50,5,12.57
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97,9,43.749
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93,6,28.017
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63,1,3.1845
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45,7,160.265
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76,2,7.64
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39,10,19.95
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42,8,17.028
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95,10,47.79
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98,10,49.49
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51,6,15.384
Male,105-31-1824,A,Yangon,Member,Sports and travel,69,7,24.332
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70,5,175.025
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80,5,200.125
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20,8,8.34
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52,6,15.867
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19,8,7.916
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33,9,15.228
Male,175-54-2529,A,Yangon,Member,Food and beverages,22,8,8.868
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73,6,22.164
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86,3,13.02
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64,7,22.491
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38,8,15.388
Male,851-28-6367,A,Yangon,Member,Sports and travel,15,10,7.75
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34,8,13.724
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18,3,2.712
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46,4,9.294
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74,1,3.7035
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25,4,5.11
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32,5,8.1775
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43,2,4.37
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41,4,8.3
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61,7,214.935
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25,10,12.95
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17,5,4.4425
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26,9,11.8035
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92,5,23.09
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46,3,6.963
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18,1,914.0
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94,8,37.948
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45,6,13.605
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62,7,21.728
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11,5,2.9525
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43,2,4.325
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69,9,312.165
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37,4,7.412
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73,4,14.764
Male,157-13-5295,A,Yangon,Member,Health and beauty,51,10,25.97
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17,5,4.3525
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89,1,4.4845
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24,9,11.223
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59,2,5.977
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93,2,9.32
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62,4,12.53
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93,8,37.548
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47,8,19.036
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17,5,4.485
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77,4,15.544
Male,785-13-7708,B,Mandalay,Normal,Food and beverages,73,7,25.571
Male,845-51-0542,B,Mandalay,Member,Food and beverages,46,9,209.475
Male,662-47-5456,C,Naypyitaw,Member,Fashion accessories,35,10,17.595
Male,290-68-2984,A,Yangon,Normal,Home and lifestyle,23,4,4.75
Male,704-11-6354,A,Yangon,Member,Home and lifestyle,58,8,23.56
Male,110-48-7033,B,Mandalay,Member,Fashion accessories,32,4,6.524
Male,366-93-0948,A,Yangon,Member,Electronic accessories,66,1,3.3175
Male,729-09-9681,A,Yangon,Member,Home and lifestyle,25,6,7.773
Male,151-16-1484,A,Yangon,Member,Electronic accessories,32,4,6.45
Male,380-94-4661,C,Naypyitaw,Member,Electronic accessories,65,4,13.188
Male,154-74-7179,B,Mandalay,Normal,Sports and travel,54,1,2.7225
Male,808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35,4,7.094
Male,144-51-6085,A,Yangon,Member,Home and lifestyle,70,4,14.148
Male,566-19-5475,B,Mandalay,Normal,Fashion accessories,47,7,167.895
Male,537-72-0426,C,Naypyitaw,Member,Fashion accessories,70,10,35.495
Male,828-61-5674,A,Yangon,Member,Sports and travel,44,10,22.01
Male,523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37,1,1.85
Male,667-92-0055,A,Yangon,Member,Health and beauty,99,6,29.949
Male,498-41-1961,B,Mandalay,Normal,Health and beauty,66,5,16.67
Male,593-95-4461,C,Naypyitaw,Member,Home and lifestyle,74,1,3.743
Male,139-20-0155,B,Mandalay,Member,Electronic accessories,40,10,20.15
Male,558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27,7,9.7475
Male,585-03-5943,B,Mandalay,Normal,Health and beauty,18,10,9.055
Male,727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28,4,5.768
Male,744-02-5987,A,Yangon,Member,Home and lifestyle,78,6,23.514
Male,307-83-9164,A,Yangon,Member,Home and lifestyle,60,4,12.002
Male,446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99,2,9.982
Male,573-10-3877,B,Mandalay,Member,Health and beauty,39,1,1.9505
Male,735-06-4124,C,Naypyitaw,Normal,Food and beverages,48,1,2.4305
Male,411-77-0180,A,Yangon,Member,Electronic accessories,72,7,25.27
Male,532-59-7201,B,Mandalay,Member,Sports and travel,79,6,23.979
Male,181-94-6432,C,Naypyitaw,Member,Fashion accessories,69,2,6.933
Male,174-36-3675,C,Naypyitaw,Member,Food and beverages,99,2,9.937
Male,603-07-0961,C,Naypyitaw,Member,Electronic accessories,74,5,186.975
Male,787-15-1757,C,Naypyitaw,Member,Health and beauty,44,4,8.814
Male,372-94-8041,A,Yangon,Normal,Health and beauty,15,6,4.578
Male,746-54-5508,A,Yangon,Normal,Home and lifestyle,21,6,6.456
Male,276-54-0879,B,Mandalay,Normal,Sports and travel,97,4,19.548
Male,815-11-1168,A,Yangon,Member,Food and beverages,99,5,24.945
Male,719-76-3868,C,Naypyitaw,Member,Food and beverages,94,4,18.852
Male,730-61-8757,B,Mandalay,Member,Health and beauty,51,4,10.226
Male,340-66-0321,A,Yangon,Member,Electronic accessories,36,4,7.272
Male,868-81-1752,B,Mandalay,Normal,Home and lifestyle,22,9,9.909
Male,634-97-8956,A,Yangon,Normal,Food and beverages,32,3,4.935
Male,566-71-1091,A,Yangon,Normal,Fashion accessories,77,5,19.255
Male,442-48-3607,A,Yangon,Member,Food and beverages,23,2,2.348
Male,835-16-0096,C,Naypyitaw,Member,Sports and travel,14,5,3.675
Male,898-04-2717,A,Yangon,Normal,Fashion accessories,76,9,34.38
Male,378-07-7001,B,Mandalay,Member,Electronic accessories,48,3,7.2135
Male,150-89-8043,A,Yangon,Normal,Sports and travel,44,3,6.6975
Male,441-94-7118,A,Yangon,Member,Electronic accessories,71,1,3.5975
Male,531-80-1784,A,Yangon,Normal,Electronic accessories,26,7,9.107
Male,834-61-8124,A,Yangon,Normal,Electronic accessories,51,7,180.915
Male,565-67-6697,B,Mandalay,Member,Home and lifestyle,27,9,12.15
Male,453-63-6187,B,Mandalay,Normal,Electronic accessories,27,3,4.125
Male,578-80-7669,B,Mandalay,Normal,Sports and travel,74,1,3.7485
Male,612-36-5536,A,Yangon,Member,Food and beverages,80,8,32.384
Male,471-41-2823,C,Naypyitaw,Normal,Food and beverages,99,2,9.979
Male,462-67-9126,A,Yangon,Normal,Home and lifestyle,73,6,21.966
Male,468-88-0009,A,Yangon,Member,Home and lifestyle,65,4,13.188
Male,254-31-0042,A,Yangon,Member,Electronic accessories,21,9,9.675
Male,382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42,6,12.624
Male,743-88-1662,C,Naypyitaw,Normal,Sports and travel,95,7,334.215
Male,595-86-2894,C,Naypyitaw,Member,Fashion accessories,96,4,19.396
Male,289-15-7034,A,Yangon,Member,Sports and travel,82,4,16.466
Male,525-88-7307,B,Mandalay,Member,Sports and travel,75,1,3.791
Male,689-16-9784,C,Naypyitaw,Normal,Food and beverages,46,6,14.031
Male,596-42-3999,B,Mandalay,Normal,Food and beverages,18,7,6.377
Male,563-36-9814,A,Yangon,Member,Electronic accessories,76,1,3.841
Male,760-54-1821,B,Mandalay,Normal,Home and lifestyle,13,9,6.1155
Male,346-12-3257,B,Mandalay,Member,Electronic accessories,19,9,8.658
Male,651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46,4,9.244
Male,236-86-3015,C,Naypyitaw,Member,Home and lifestyle,13,1,699.0
Male,882-40-4577,A,Yangon,Member,Sports and travel,67,4,13.452
Male,732-67-5346,A,Yangon,Normal,Food and beverages,13,5,3.4475
Male,569-71-4390,B,Mandalay,Normal,Sports and travel,21,2,2.187
Male,132-23-6451,A,Yangon,Member,Health and beauty,20,5,5.2425
Male,696-90-2548,A,Yangon,Normal,Sports and travel,25,3,3.876
Male,472-15-9636,A,Yangon,Normal,Home and lifestyle,50,8,20.372
Male,268-03-6164,B,Mandalay,Normal,Health and beauty,96,1,4.8055
Male,301-81-8610,B,Mandalay,Member,Fashion accessories,25,8,10.168
Male,489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16,1,814.0
Male,198-84-7132,B,Mandalay,Member,Fashion accessories,40,9,182.745
Male,269-10-8440,A,Yangon,Member,Health and beauty,53,7,186.095
Male,741-73-3559,B,Mandalay,Normal,Sports and travel,67,5,168.175
Male,286-75-7818,B,Mandalay,Normal,Fashion accessories,69,2,6.908
Male,574-57-9721,C,Naypyitaw,Normal,Food and beverages,43,2,4.327
Male,616-87-0016,B,Mandalay,Normal,Fashion accessories,95,7,33.439
Male,751-69-0068,C,Naypyitaw,Normal,Sports and travel,99,9,44.658
Male,257-73-1380,C,Naypyitaw,Member,Sports and travel,82,4,16.586
Male,345-08-4992,A,Yangon,Normal,Home and lifestyle,33,6,10.197
Male,549-96-4200,C,Naypyitaw,Member,Food and beverages,17,4,3.408
Male,450-28-2866,C,Naypyitaw,Member,Food and beverages,17,5,4.36
Male,192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12,1,639.0
Male,235-46-8343,C,Naypyitaw,Member,Food and beverages,27,10,13.83
Male,453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45,3,6.861
Male,744-09-5786,B,Mandalay,Normal,Electronic accessories,22,6,6.603
Male,568-88-3448,A,Yangon,Normal,Health and beauty,25,1,1.25
Male,187-83-5490,A,Yangon,Member,Electronic accessories,20,4,4.154
Male,533-33-5337,B,Mandalay,Normal,Electronic accessories,79,10,39.695
Male,729-46-7422,C,Naypyitaw,Normal,Food and beverages,35,1,1.7945
Male,639-76-1242,C,Naypyitaw,Normal,Food and beverages,40,5,10.13
